,ERC_US_Stock_XR,ERC_US_Bond_10Y_XR,ERC_US_Credit_XR,ERC_Commodities_XR,Naive_US_Stock_XR,Naive_US_Bond_10Y_XR,Naive_US_Credit_XR,Naive_Commodities_XR
1991-01-31,0.16847542136423874,0.25275697835966343,0.38472650115788587,0.19404109911821196,0.14807897541783197,0.3048836772599303,0.4470747702771343,0.09996257704510333
1991-02-28,0.16847542136423874,0.25275697835966343,0.38472650115788587,0.19404109911821196,0.14506676388429376,0.3053216683314278,0.4493471556093906,0.10026441217488777
1991-03-31,0.16990740201963553,0.25411544168894934,0.3856358284918842,0.19034132779953097,0.14416322981162258,0.3070803260671079,0.45028455700657044,0.09847188711469923
1991-04-30,0.16170779768979401,0.2612698861670475,0.3903613133352404,0.18666100280791825,0.14204466986519937,0.3072648733342842,0.45354081824049514,0.09714963856002136
1991-05-31,0.161707797689794,0.26126988616704744,0.39036131333524027,0.18666100280791822,0.1389615292925589,0.30853285847343326,0.456811257710608,0.09569435452339983
1991-06-30,0.1511572681368065,0.27184363730208255,0.3993982826102806,0.17760081195083022,0.13433460895417637,0.3095267763115089,0.4617300037417245,0.09440861099259014
1991-07-31,0.15115726813680652,0.2718436373020826,0.39939828261028065,0.17760081195083025,0.1325296302377736,0.31291759410468556,0.4609810192603085,0.09357175639723231
1991-08-31,0.15115726813680652,0.2718436373020826,0.39939828261028065,0.17760081195083025,0.13699952158458553,0.3104762180873252,0.45720474211733597,0.09531951821075334
1991-09-30,0.15115726813680652,0.2718436373020826,0.39939828261028065,0.17760081195083025,0.13680050657204604,0.3101766968218947,0.45687862670208046,0.09614416990397884
1991-10-31,0.15115726813680652,0.2718436373020826,0.39939828261028065,0.17760081195083025,0.13646245757171266,0.3108866775864408,0.4566761985355412,0.09597466630630544
1991-11-30,0.15376559818040858,0.273965862606192,0.40085927670714844,0.1714092625062511,0.13158384768904657,0.3158410283870913,0.45950810344639564,0.09306702047746655
1991-12-31,0.14463981430302633,0.2714406128490184,0.39912444825532317,0.1847951245926322,0.1299071306712185,0.309350894724371,0.4631959337949834,0.09754604080942697
1992-01-31,0.15137980671728973,0.26292574707524946,0.3956117046793603,0.1900827415281006,0.136620889117067,0.2984026694894365,0.46413489460548574,0.10084154678801077
1992-02-29,0.15306655318179693,0.26381866450692093,0.39638964626416645,0.1867251360471156,0.13543418722935627,0.2985869004918252,0.4670973514295703,0.09888156084924836
1992-03-31,0.15158471468049936,0.2631452042097598,0.3961340472926314,0.1891360338171095,0.1353596213220215,0.29603507734385537,0.46814842147052027,0.10045687986360269
1992-04-30,0.15158471468049936,0.2631452042097598,0.3961340472926314,0.1891360338171095,0.1357897746485719,0.29638311638489967,0.46785093760390095,0.0999761713626275
1992-05-31,0.15372574895749797,0.263720478987487,0.39670628006629,0.18584749198872486,0.13503665898819936,0.2952725870254831,0.4705640287860093,0.09912672520030828
1992-06-30,0.153725748957498,0.2637204789874871,0.39670628006629005,0.18584749198872488,0.13185731709330392,0.2965460079346209,0.4746149112287403,0.09698176374333484
1992-07-31,0.153725748957498,0.2637204789874871,0.39670628006629005,0.18584749198872488,0.13907875000510858,0.2937433270451263,0.4682983792641625,0.09887954368560259
1992-08-31,0.14512285652606655,0.2705132418442749,0.4035331508619181,0.18083075076774063,0.13340300796694005,0.2950832518193269,0.47608594201790566,0.09542779819582746
1992-09-30,0.14512285652606652,0.27051324184427483,0.403533150861918,0.1808307507677406,0.13366572784776,0.29310155618559397,0.4769360719755292,0.09629664399111683
1992-10-31,0.15486080607085956,0.2615802207275642,0.40016429652503316,0.18339467667654324,0.1378430331172151,0.2935182887101592,0.47043885069440955,0.09819982747821601
1992-11-30,0.15486080607085953,0.26158022072756415,0.40016429652503305,0.18339467667654322,0.13757369540397726,0.2930608262524431,0.471062029656902,0.09830344868667772
1992-12-31,0.15340245999115093,0.25989098994514814,0.3991557306511455,0.1875508194125555,0.13779560157135792,0.29133495321776826,0.4698760852247806,0.10099335998609334
1993-01-31,0.1583061891810667,0.26035020138176573,0.39967539237501687,0.18166821706215056,0.1395105170275759,0.2909167250763873,0.47247320304725715,0.09709955484877976
1993-02-28,0.1699982507084649,0.24931259968416758,0.3939448696661222,0.18674427994124534,0.1407774166138192,0.2892298490270794,0.47192606414253313,0.09806667021656834
1993-03-31,0.1699982507084649,0.24931259968416758,0.3939448696661222,0.18674427994124534,0.13987005409415784,0.28993820728115705,0.4728550519529873,0.09733668667169772
1993-04-30,0.1702751322210285,0.25080467516780847,0.39515550748907746,0.18376468512208555,0.13444974991897377,0.2892653235589376,0.4829402717948396,0.09334465472724919
1993-05-31,0.17453368721926107,0.25241411522114365,0.3965126266851439,0.17653957087445132,0.140537384984797,0.28720962807926437,0.4811258634860622,0.09112712344987652
1993-06-30,0.17453368721926107,0.25241411522114365,0.3965126266851439,0.17653957087445132,0.14300483291006683,0.28563141095301375,0.4792432201351028,0.09212053600181652
1993-07-31,0.17260459483829405,0.2510212741595225,0.3958038699332235,0.18057026106895993,0.14293002727665705,0.28471251585191437,0.47831467174825876,0.0940427851231699
1993-08-31,0.18009137574666897,0.2534107345626644,0.39804090999120423,0.1684569796994624,0.14715838380443946,0.2738427635110159,0.48099034306752125,0.09800850961702343
1993-09-30,0.16009977938870368,0.23198693719844643,0.3852736992984678,0.22263958411438217,0.145005491941024,0.25671058544712205,0.4549505827440755,0.14333333986777844
1993-10-31,0.16009977938870368,0.23198693719844643,0.3852736992984678,0.22263958411438217,0.1450476586127977,0.254418805946016,0.45287270754771974,0.14766082789346655
1993-11-30,0.16009977938870368,0.23198693719844643,0.3852736992984678,0.22263958411438217,0.15338529014679383,0.25192279890540714,0.43780941772900284,0.15688249321879624
1993-12-31,0.17435876887459012,0.22496903558198825,0.37824128217252667,0.22243091337089507,0.1535478937004364,0.2516703088143814,0.4378198262173534,0.1569619712678289
1994-01-31,0.17435876887459012,0.22496903558198825,0.37824128217252667,0.22243091337089507,0.15390102151420418,0.25068169942360496,0.4339045019663158,0.1615127770958751
1994-02-28,0.17624943275968497,0.2226239151549914,0.36677824665436526,0.23434840543095847,0.168256792474264,0.25134191019695223,0.4103959916652691,0.1700053056635148
1994-03-31,0.18430444383997852,0.22061896597821135,0.3423767635816682,0.25269982660014206,0.17209584939552672,0.24778652967603915,0.3955085874166398,0.1846090335117943
1994-04-30,0.1843044438399785,0.2206189659782113,0.34237676358166813,0.252699826600142,0.1747380785969641,0.2474588813812018,0.3912496092470271,0.186553430774807
1994-05-31,0.18430444383997852,0.22061896597821132,0.3423767635816682,0.25269982660014206,0.17791655502044523,0.24726564251168026,0.38875848274592645,0.18605931972194803
1994-06-30,0.1859668934734931,0.21609175948922146,0.3363810560776665,0.26156029095961886,0.1824982800916316,0.2459224023784513,0.3864947535131202,0.18508456401679682
1994-07-31,0.1887932988735398,0.20944079766815094,0.3288332506288945,0.2729326528294148,0.18404196166932238,0.24347557285524404,0.3811208708935721,0.19136159458186144
1994-08-31,0.1991914893257474,0.21359233663511024,0.32866358346754315,0.25855259057159924,0.18276947516223682,0.24900199906694323,0.38886131876961,0.17936720700120995
1994-09-30,0.19576033472884385,0.21343298776502442,0.3261953856460077,0.26461129186012394,0.18428874127313066,0.2495682066274308,0.38391423271378716,0.18222881938565136
1994-10-31,0.19576033472884385,0.21343298776502442,0.3261953856460077,0.26461129186012394,0.1840192663761085,0.24854385941954774,0.3822923272041462,0.1851445470001975
1994-11-30,0.19576033472884385,0.21343298776502442,0.3261953856460077,0.26461129186012394,0.1847810755224909,0.24828890828627637,0.38048777922305066,0.18644223696818202
1994-12-31,0.21976717192656217,0.22339729286505974,0.3293809540142794,0.22745458119409853,0.21183417669801977,0.24326785000780485,0.36478923345654274,0.18010873983763262
1995-01-31,0.2197671719265622,0.22339729286505977,0.32938095401427947,0.22745458119409856,0.2094104266540929,0.250904564659346,0.3623068857989138,0.17737812288764723
1995-02-28,0.2197671719265622,0.22339729286505977,0.32938095401427947,0.22745458119409856,0.2083979792287958,0.24956163945151968,0.36134767072796925,0.18069271059171527
1995-03-31,0.2197671719265622,0.22339729286505977,0.32938095401427947,0.22745458119409856,0.20905842330534155,0.2512648919002713,0.3602334937496212,0.17944319104476603
1995-04-30,0.2197671719265622,0.22339729286505977,0.32938095401427947,0.22745458119409856,0.2096101081154976,0.2513484253968489,0.35921030508270385,0.17983116140494984
1995-05-31,0.22096706995695503,0.2153517115373229,0.3175918621425424,0.24608935636317966,0.2166716357907872,0.2439699062192248,0.346559626162019,0.19279883182796898
1995-06-30,0.22096706995695503,0.2153517115373229,0.3175918621425424,0.24608935636317966,0.2183659401700949,0.24400866409598168,0.34665718147247343,0.19096821426144997
1995-07-31,0.22679464309506175,0.22135087632786254,0.31696684516886175,0.23488763540821392,0.21906904813201067,0.2455199953025475,0.348478739556226,0.18693221700921578
1995-08-31,0.22679464309506175,0.22135087632786254,0.31696684516886175,0.23488763540821392,0.22359614878681383,0.2446275546003196,0.3468436630988517,0.18493263351401504
1995-09-30,0.22679464309506175,0.22135087632786254,0.31696684516886175,0.23488763540821392,0.21867180834190292,0.24754521819472403,0.34805231868623954,0.18573065477713363
1995-10-31,0.22679464309506175,0.22135087632786254,0.31696684516886175,0.23488763540821392,0.21400764579767934,0.2510470847722791,0.35110867090248044,0.1838365985275611
1995-11-30,0.22679464309506175,0.22135087632786254,0.31696684516886175,0.23488763540821392,0.21304119542479508,0.2514640841994629,0.352277658833692,0.18321706154204995
1995-12-31,0.2329956399667118,0.2357872194903282,0.32555950588830274,0.20565763465465725,0.2181984267468713,0.2595402148470894,0.3617745591906493,0.16048679921539014
1996-01-31,0.2329956399667118,0.2357872194903282,0.32555950588830274,0.20565763465465725,0.21420172922474812,0.2618311120316661,0.36459405439894677,0.15937310434463917
1996-02-29,0.22499305045172138,0.23656429314762806,0.32462800119337626,0.21381465520727438,0.22027209544869264,0.26042620090934515,0.3580414274032909,0.1612602762386712
1996-03-31,0.22499305045172138,0.23656429314762806,0.32462800119337626,0.21381465520727438,0.2234956320869765,0.2614320790515098,0.35846835344635547,0.15660393541515819
1996-04-30,0.22499305045172138,0.23656429314762806,0.32462800119337626,0.21381465520727438,0.2324320980659295,0.2585011911866657,0.3558920965779695,0.15317461416943529
1996-05-31,0.22499305045172138,0.23656429314762806,0.32462800119337626,0.21381465520727438,0.23282371268770843,0.25735268429876906,0.3550544846952319,0.15476911831829054
1996-06-30,0.22800702413732346,0.2384300294795456,0.325039649452323,0.20852329693080782,0.2295434380629419,0.26053677676672427,0.35619074314827626,0.15372904202205764
1996-07-31,0.2222183992811147,0.24731438936009154,0.33082828139169107,0.1996389299671027,0.2175976825994789,0.2662621393777765,0.36420842445176366,0.15193175357098093
1996-08-31,0.21944283982122248,0.2518695669884723,0.33427150267998046,0.19441609051032482,0.2160816623191693,0.2694514227355704,0.3667519341357271,0.14771498080953327
1996-09-30,0.21253748678821494,0.25315068869255686,0.3356613973319616,0.19865042718726666,0.21255357840349387,0.2708264282454698,0.36733353133686725,0.14928646201416898
1996-10-31,0.21078377300508008,0.2508400238975646,0.3339845920821619,0.2043916110151935,0.21535495620143202,0.2679341077298813,0.36193841214546085,0.15477252392322585
1996-11-30,0.1981478786847473,0.2601114452952722,0.34031192270304417,0.20142875331693633,0.2047194972354542,0.27351420458358977,0.3670285871474545,0.15473771103350156
1996-12-31,0.1951713566628135,0.25731371661671804,0.3386976916551053,0.2088172350653632,0.203430459763719,0.27181945859519047,0.36547180754707753,0.15927827409401293
1997-01-31,0.19101222596518805,0.2529501503929442,0.3362697790618395,0.21976784458002835,0.19599043149532275,0.27134282664993464,0.36679201543997686,0.1658747264147659
1997-02-28,0.1956043103774547,0.2582711572148798,0.34098730354116497,0.20513722886650057,0.19781249797223854,0.2745152600271079,0.37535476296923953,0.15231747903141396
1997-03-31,0.1956043103774547,0.2582711572148798,0.34098730354116497,0.20513722886650057,0.19301972076920604,0.2792000571556396,0.3787571119169797,0.14902311015817474
1997-04-30,0.18603917719919122,0.26435277298508514,0.34685907080704903,0.2027489790086747,0.18704923803824505,0.28100301048044074,0.38283947092460285,0.14910828055671138
1997-05-31,0.18603917719919122,0.26435277298508514,0.34685907080704903,0.2027489790086747,0.18221977666961,0.28240529079411336,0.3858245960655738,0.14955033647070276
1997-06-30,0.18603917719919122,0.26435277298508514,0.34685907080704903,0.2027489790086747,0.1867578522398764,0.28321572049952365,0.3864480070375373,0.14357842022306264
1997-07-31,0.18603917719919122,0.26435277298508514,0.34685907080704903,0.2027489790086747,0.18454006992693012,0.28430231068249284,0.383157060921626,0.14800055846895113
1997-08-31,0.16726206413716443,0.2625310514897034,0.34571502817558036,0.22449185619755185,0.17425425544379516,0.2843032402496279,0.3801021374309621,0.1613403668756148
1997-09-30,0.16726206413716443,0.2625310514897034,0.34571502817558036,0.22449185619755185,0.17259293950207003,0.2859529881390745,0.38300934644249435,0.15844472591636122
1997-10-31,0.16419191799701327,0.2670123630994279,0.3487887002700843,0.22000701863347466,0.16681211400427762,0.2869069455665139,0.38717989864616276,0.15910104178304568
1997-11-30,0.17635807423777322,0.2691025640361514,0.3506838892956835,0.2038554724303919,0.1744032843289462,0.2897143088656393,0.39173373748118245,0.14414866932423206
1997-12-31,0.18059610525271785,0.27030674094028295,0.35177139785674144,0.19732575595025773,0.17574136763939194,0.2916762782153487,0.39448570287374757,0.13809665127151172
1998-01-31,0.18059610525271785,0.27030674094028295,0.35177139785674144,0.19732575595025773,0.17496401096530603,0.2912035507219334,0.3954361915554612,0.13839624675729945
1998-02-28,0.18645109526645146,0.2719583371657116,0.3529717388816412,0.1886188286861958,0.17068773658173295,0.2967086177373105,0.39987962744684047,0.13272401823411614
1998-03-31,0.18645109526645146,0.2719583371657116,0.3529717388816412,0.1886188286861958,0.16957463910886736,0.2967613475349991,0.4007640966330198,0.13289991672311371
1998-04-30,0.18645109526645146,0.2719583371657116,0.3529717388816412,0.1886188286861958,0.16914022323043196,0.2968964356756495,0.40172504926767544,0.13223829182624314
1998-05-31,0.17025578238132535,0.2916844243298653,0.3697577028727672,0.16830209041604208,0.15322132363194738,0.3099315977983302,0.41735327911023806,0.11949379945948448
1998-06-30,0.17025578238132538,0.29168442432986535,0.36975770287276727,0.1683020904160421,0.15290836115348058,0.3101710375512966,0.418136930699699,0.11878367059552394
1998-07-31,0.17240365972652671,0.2951442469914268,0.3729272807098587,0.15952481257218787,0.1509206759593787,0.3146812004812676,0.42071046834410963,0.11368765521524427
1998-08-31,0.13736866110945534,0.322100317656886,0.3889918561424867,0.15153916509117193,0.12447271774661095,0.315859942261882,0.44273061534373354,0.11693672464777352
1998-09-30,0.1460030666334439,0.3207613016407979,0.38905592487471974,0.14417970685103848,0.13031682741631032,0.3074294670500575,0.4458610598549723,0.11639264567865987
1998-10-31,0.15212218126440688,0.31742662293270163,0.38736556557844914,0.1430856302244424,0.12947831157186168,0.3087435643634788,0.44479802707205923,0.11698009699260015
1998-11-30,0.15476841077510134,0.31758730636787885,0.3883281172756976,0.13931616558132234,0.12924715680026982,0.31251942451878384,0.44842703500584286,0.10980638367510348
1998-12-31,0.1488786581040993,0.316214068271334,0.3878821821140208,0.14702509151054596,0.12678826537808593,0.31054860256651706,0.44755074450631727,0.11511238754907971
1999-01-31,0.1488786581040993,0.316214068271334,0.3878821821140208,0.14702509151054596,0.12669826450342342,0.3108687219634332,0.4472726111177646,0.11516040241537881
1999-02-28,0.151824629044151,0.3136299350396182,0.3889447355594132,0.14560070035681758,0.12669948522257404,0.3051612727765878,0.45048953993137714,0.1176497020694611
1999-03-31,0.15164042729359545,0.32105053692145974,0.39882574274146676,0.12848329304347805,0.12707790011942066,0.3098524441442309,0.45868919395638635,0.10438046177996213
1999-04-30,0.15210616020507442,0.32180362034912874,0.4006625842662288,0.12542763517956806,0.12492812047764298,0.3109433168454906,0.46058479255054385,0.10354377012632274
1999-05-31,0.15210616020507442,0.32180362034912874,0.4006625842662288,0.12542763517956806,0.12597447460069544,0.3133303412640854,0.45594568000805286,0.10474950412716634
1999-06-30,0.14866060169974507,0.32256307647374277,0.4021077237951653,0.12666859803134686,0.1261769680699176,0.3132621504865999,0.456469440295324,0.1040914411481585
1999-07-31,0.14937223092265492,0.32031372961032545,0.4011837864558774,0.12913025301114234,0.1279112516094115,0.313670419685274,0.453972710356675,0.1044456183486396
1999-08-31,0.14937223092265492,0.32031372961032545,0.4011837864558774,0.12913025301114234,0.12740334695274316,0.3151602412138555,0.45471152801658565,0.10272488381681562
1999-09-30,0.15088441012660944,0.3202127899944123,0.4015832101400412,0.12731958973893712,0.12558413313710912,0.31572686496750063,0.4574227209494737,0.10126628094591646
1999-10-31,0.15075693846331836,0.3216306534807642,0.4034583030654546,0.12415410499046288,0.1215980508967745,0.3152560527626029,0.46490819998909294,0.09823769635152968
1999-11-30,0.1489375057885588,0.3209636248565418,0.40323468815554203,0.1268641811993574,0.12125305783357926,0.31350182573558455,0.4668618745633347,0.09838324186750132
1999-12-31,0.15029334505924427,0.3225005434246415,0.40476720841138475,0.1224389031047295,0.11969721750023085,0.3131009953821425,0.4709732461321787,0.096228540985448
2000-01-31,0.14707059638878284,0.32234514202466763,0.40482499812942724,0.12575926345712232,0.11857600052246826,0.3132816654673822,0.4730543020204997,0.09508803198964984
2000-02-29,0.14707059638878284,0.32234514202466763,0.40482499812942724,0.12575926345712232,0.11827346873144344,0.31055213195444326,0.47535534085850284,0.09581905845561046
2000-03-31,0.14707059638878284,0.32234514202466763,0.40482499812942724,0.12575926345712232,0.11549247148871096,0.30650895750296053,0.4831742800648912,0.09482429094343726
2000-04-30,0.14707059638878284,0.32234514202466763,0.40482499812942724,0.12575926345712232,0.11605043627831525,0.3086926801674315,0.47922838944166846,0.09602849411258473
2000-05-31,0.14707059638878284,0.32234514202466763,0.40482499812942724,0.12575926345712232,0.1172071648281296,0.31099262552864065,0.47917740933146763,0.09262280031176216
2000-06-30,0.15076591987073704,0.3217392042595592,0.40529079127288037,0.12220408459682343,0.11938308286410836,0.31321362330707075,0.4738112721046285,0.09359202172419238
2000-07-31,0.14680546784114834,0.3264513551059791,0.41436939441214743,0.11237378264072516,0.11378689259952499,0.3094688000739487,0.4907030645555662,0.08604124277096005
2000-08-31,0.14620816719168814,0.3074109862056772,0.44912681634288776,0.09725403025974677,0.11421548674600038,0.3063930718588626,0.5001216841140738,0.07926975728106336
2000-09-30,0.1427920999164571,0.3099803459997301,0.4520725616415575,0.0951549924422553,0.11073996293283286,0.3055197700991727,0.5053969186091949,0.07834334835879951
2000-10-31,0.14063770684641935,0.3104385224620627,0.45270833918180065,0.09621543150971727,0.11063014308905926,0.3078366206454141,0.5040193081347121,0.07751392813081447
2000-11-30,0.14063770684641935,0.3104385224620627,0.45270833918180065,0.09621543150971727,0.10761466968414954,0.3065511453345602,0.5062065908661946,0.07962759411509576
2000-12-31,0.14351572421951722,0.3062996066763084,0.4506464607319231,0.09953820837225133,0.10953636930412396,0.303777272989696,0.504376133537226,0.0823102241689542
2001-01-31,0.14351572421951722,0.3062996066763084,0.4506464607319231,0.09953820837225133,0.11145608999501565,0.31284642275854646,0.49252636516876225,0.08317112207767556
2001-02-28,0.13870441196046537,0.3083990566503778,0.45181591509127256,0.10108061629788435,0.10854044679251414,0.3103410601210146,0.49610467381131745,0.08501381927515378
2001-03-31,0.13603617683572602,0.3118830288344807,0.454840200995093,0.0972405933347003,0.10738058332822506,0.31133883999243894,0.4966519186115046,0.08462865806783143
2001-04-30,0.13603617683572602,0.3118830288344807,0.454840200995093,0.0972405933347003,0.10674466036079805,0.30470008014517164,0.5023033881266299,0.08625187136740058
2001-05-31,0.13603617683572602,0.3118830288344807,0.454840200995093,0.0972405933347003,0.10676672391474432,0.30452884761141025,0.50212690270543,0.08657752576841538
2001-06-30,0.13603617683572602,0.3118830288344807,0.454840200995093,0.0972405933347003,0.10690587305799357,0.30521032687314614,0.5025948365089726,0.08528896355988773
2001-07-31,0.1371699940713605,0.3085890391874733,0.4522506052119042,0.10199036152926201,0.11058984223287498,0.30675050070339027,0.492151789672253,0.0905078673914819
2001-08-31,0.15305133589986145,0.29480801939014184,0.4467638327069309,0.10537681200306591,0.11899460540214023,0.31015050246935877,0.4806563585106863,0.09019853361781477
2001-09-30,0.139114452626726,0.30905098965700517,0.45666798104799694,0.09516657666827194,0.11057378095341565,0.3182939153255834,0.4874520151111316,0.08368028860986934
2001-10-31,0.13641016804452302,0.30785733013798217,0.455176110665091,0.10055639115240386,0.11520874436321644,0.3145082879446055,0.486103652465369,0.08417931522680908
2001-11-30,0.14332492111025794,0.30416391581588764,0.45273278188056004,0.0997783811932943,0.11525814231645275,0.3032324234749958,0.4921318705368705,0.0893775636716809
2001-12-31,0.1472927929022685,0.3021572408558064,0.45126448998349755,0.09928547625842755,0.11801407321246495,0.30085285878316853,0.49117738066769845,0.08995568733666814
2002-01-31,0.1472927929022685,0.3021572408558064,0.45126448998349755,0.09928547625842755,0.11898795270408302,0.30018227083073407,0.4915242085165799,0.08930556794860312
2002-02-28,0.14220928937830485,0.31030799003574,0.4577032361904392,0.08977948439551597,0.11019005562656409,0.3028017656782646,0.5039791737213408,0.08302900497383033
2002-03-31,0.14064992303898396,0.3033527460768873,0.45244961446620086,0.10354771641792788,0.11528087334831306,0.2961943382337134,0.4988403327607931,0.08968445565718056
2002-04-30,0.1454863277867775,0.29989837503173283,0.4507717546783061,0.10384354250318352,0.11582756502038448,0.29309419078370047,0.49988238602539997,0.09119585817051512
2002-05-31,0.14086299305303687,0.30173427329923214,0.4529168495252176,0.10448588412251351,0.11325011937725371,0.291578846378664,0.505688587506052,0.0894824467380304
2002-06-30,0.14086299305303684,0.3017342732992321,0.4529168495252175,0.10448588412251349,0.11223369925245794,0.2886943566183294,0.509408648640566,0.0896632954886467
2002-07-31,0.14086299305303687,0.30173427329923214,0.45291684952521755,0.1044858841225135,0.10961018840909002,0.2819086227100665,0.5185691274673724,0.08991206141347106
