"Date","Price","Open","High","Low","Vol.","Change %"
"07/01/2006","7,115.8491","6,989.7012","7,261.3062","6,903.4722","","2.01%"
"06/01/2006","6,975.9658","6,849.0732","7,007.9229","6,604.6279","","1.16%"
"05/01/2006","6,895.8062","7,087.1841","7,254.0889","6,746.1528","","-0.77%"
"04/01/2006","6,949.2900","6,577.1162","7,255.8818","6,519.9038","","6.33%"
"03/01/2006","6,535.3760","6,254.7632","6,606.2959","6,108.0552","","5.13%"
"02/01/2006","6,216.4468","6,785.4829","6,785.4829","6,051.2900","","-10.10%"
"01/01/2006","6,915.1841","6,729.9888","6,956.2090","6,597.7930","","4.33%"
"12/01/2005","6,627.9229","6,590.9722","7,011.4678","6,400.0020","","2.87%"
"11/01/2005","6,443.1001","6,672.6558","6,781.9609","6,315.9502","","-3.85%"
"10/01/2005","6,700.9380","7,433.8350","7,433.8350","6,700.9380","","-10.33%"
"09/01/2005","7,472.4790","7,634.1250","7,634.1250","6,918.3550","","0.02%"
"08/01/2005","7,471.1382","6,598.7598","7,509.2280","6,571.6382","","15.14%"
"07/01/2005","6,488.5469","6,328.2461","6,615.4600","6,184.7861","","5.50%"
"06/01/2005","6,150.5552","6,044.8188","6,457.2539","5,974.4092","","5.80%"
"05/01/2005","5,813.6431","5,915.2241","5,944.0342","5,581.7100","","-0.73%"
"04/01/2005","5,856.5620","6,573.7349","6,573.7349","5,856.5620","","-9.05%"
"03/01/2005","6,439.3818","5,974.3101","6,460.2769","5,974.3101","","7.56%"
"02/01/2005","5,986.8218","5,557.0791","5,986.8218","5,354.4580","","6.23%"
"01/01/2005","5,635.9180","5,173.2539","5,747.4600","5,173.2539","","6.76%"
"12/01/2004","5,278.9771","5,592.7388","5,648.8149","5,164.6982","","-9.99%"
"11/01/2004","5,864.7852","6,019.8848","6,077.7339","5,654.9468","","-4.84%"
"10/01/2004","6,162.9058","5,945.2002","6,473.3169","5,909.2368","","4.15%"
"09/01/2004","5,917.4331","5,400.4600","5,917.4331","5,252.3418","","12.61%"
"08/01/2004","5,254.6191","5,440.5640","5,722.2109","5,254.6191","","-3.88%"
"07/01/2004","5,466.8989","5,213.5928","5,466.8989","5,195.3872","","7.75%"
"06/01/2004","5,073.5630","5,575.0181","5,575.0181","4,966.7690","","-4.70%"
"05/01/2004","5,323.7798","5,184.1348","5,490.4009","5,184.1348","","4.63%"
"04/01/2004","5,088.3481","4,858.1299","5,096.4458","4,828.7949","","2.76%"
"03/01/2004","4,951.7788","4,929.9810","5,032.8550","4,766.0752","","2.01%"
"02/01/2004","4,854.2280","4,631.3799","4,854.2280","4,461.2280","","7.42%"
"01/01/2004","4,518.9072","4,520.7021","4,786.4512","4,511.5601","","0.39%"
"12/01/2003","4,501.2700","4,256.7700","4,692.3398","4,256.7700","","6.24%"
"11/01/2003","4,236.6899","4,081.7319","4,415.0498","4,070.2981","","2.56%"
"10/01/2003","4,130.9790","4,053.6421","4,378.7749","4,053.6421","","2.19%"
"09/01/2003","4,042.4160","4,036.2251","4,081.7251","3,844.4041","","-4.08%"
"08/01/2003","4,214.5352","4,199.5449","4,273.7729","4,134.1758","","4.09%"
"07/01/2003","4,049.0730","4,031.1521","4,113.2642","3,950.2839","","0.71%"
"06/01/2003","4,020.4409","4,104.0859","4,176.3989","3,926.7900","","0.22%"
"05/01/2003","4,011.6370","3,665.5371","4,011.6370","3,632.0911","","9.59%"
"04/01/2003","3,660.6641","3,817.5481","3,906.3501","3,608.7590","","-6.14%"
"03/01/2003","3,900.0139","4,434.8018","4,552.4072","3,668.8740","","-14.41%"
"02/01/2003","4,556.6831","4,032.3630","4,556.6831","4,032.3630","","12.12%"
"01/01/2003","4,064.0171","3,819.3821","4,075.0581","3,744.5710","","8.99%"
"12/01/2002","3,728.7571","3,476.9810","3,864.6699","3,421.9209","","8.53%"
"11/01/2002","3,435.6631","3,438.3669","3,449.0610","3,229.6709","","-0.22%"
"10/01/2002","3,443.1370","3,639.0620","3,639.0620","3,411.2190","","-4.72%"
"09/01/2002","3,613.6479","3,367.5911","3,629.2729","3,367.5911","","4.57%"
"08/01/2002","3,455.8350","3,208.9500","3,485.8640","3,191.5959","","6.05%"
"07/01/2002","3,258.7480","3,256.9919","3,319.7000","3,180.5110","","0.58%"
"06/01/2002","3,240.0149","3,128.4641","3,240.0149","3,045.5039","","3.42%"
"05/01/2002","3,132.9490","3,230.2361","3,389.4370","3,085.4910","","-4.35%"
"04/01/2002","3,275.4709","3,294.5559","3,383.1201","2,989.6460","","1.11%"
"03/01/2002","3,239.6060","2,915.8940","3,239.6060","2,915.8940","","13.48%"
"02/01/2002","2,854.7371","2,804.8159","2,867.5691","2,744.5200","","4.37%"
"01/01/2002","2,735.2620","2,891.2681","2,929.8730","2,695.5349","","-3.12%"
"12/01/2001","2,823.3469","2,889.0320","2,916.2161","2,729.8030","","-1.33%"
"11/01/2001","2,861.2759","2,966.4470","3,059.6079","2,730.6819","","-5.37%"
"10/01/2001","3,023.6721","3,163.5769","3,170.4880","2,997.6960","","-5.04%"
"09/01/2001","3,184.2380","3,549.4170","3,767.1169","3,091.3291","","-10.96%"
"08/01/2001","3,576.0310","3,538.9150","3,640.7109","3,527.9861","","0.96%"
"07/01/2001","3,542.1650","3,508.5979","3,645.6970","3,445.5171","","0.24%"
"06/01/2001","3,533.7090","3,795.9600","3,890.3611","3,495.5359","","-7.23%"
"05/01/2001","3,809.2781","3,951.3250","3,978.6431","3,809.2781","","-2.85%"
"04/01/2001","3,920.9651","3,688.7290","4,024.9299","3,688.7290","","5.37%"
"03/01/2001","3,721.1340","3,887.7261","4,006.5359","3,721.1340","","-3.92%"
"02/01/2001","3,872.9260","4,071.3950","4,205.2749","3,872.9260","","-1.40%"
"01/01/2001","3,927.7520","4,022.4309","4,208.5708","3,927.7520","","-5.31%"
"12/01/2000","4,147.9009","4,129.4141","4,245.4858","3,929.4031","","-2.06%"
"11/01/2000","4,235.2192","3,922.4460","4,338.4849","3,895.3950","","9.22%"
"10/01/2000","3,877.8601","3,969.7329","4,266.1528","3,860.4160","","0.23%"
"09/01/2000","3,869.1431","3,938.1460","4,161.6919","3,828.5020","","-1.37%"
"08/01/2000","3,922.8479","3,431.4189","3,927.2310","3,431.4189","","15.41%"
"07/01/2000","3,399.0920","3,678.7319","3,678.7319","3,399.0920","","-7.68%"
"06/01/2000","3,681.8501","3,483.5439","3,714.3530","3,460.3091","","7.13%"
"05/01/2000","3,436.9131","3,126.4741","3,523.0459","3,126.4741","","11.20%"
"04/01/2000","3,090.8201","3,087.4800","3,116.2371","2,919.5759","","-0.91%"
"03/01/2000","3,119.2339","3,251.4160","3,387.0940","3,073.6350","","-1.16%"
"02/01/2000","3,155.8630","3,013.5190","3,155.8630","2,976.1411","","6.25%"
"01/01/2000","2,970.2930","2,766.7710","3,005.5630","2,689.9790","","7.23%"
"12/01/1999","2,770.0049","2,676.5691","2,811.9541","2,676.5691","","4.22%"
"11/01/1999","2,657.7480","2,586.5830","2,784.2681","2,575.5220","","4.05%"
"10/01/1999","2,554.3870","2,693.7859","2,693.7859","2,475.7849","","-5.16%"
"09/01/1999","2,693.2830","2,552.6641","2,719.9951","2,510.7271","","5.30%"
"08/01/1999","2,557.6250","2,419.0500","2,557.6250","2,415.3601","","7.04%"
"07/01/1999","2,389.4519","2,296.9551","2,409.3469","2,283.1851","","3.59%"
"06/01/1999","2,306.7019","2,136.6990","2,306.7019","2,136.6990","","6.43%"
"05/01/1999","2,167.3081","2,302.5911","2,314.6050","2,165.5090","","-5.46%"
"04/01/1999","2,292.4021","2,186.3020","2,292.4021","2,133.2280","","4.13%"
"03/01/1999","2,201.4241","1,888.2340","2,206.3000","1,888.2340","","16.89%"
"02/01/1999","1,883.2870","1,948.9590","1,955.8080","1,869.3140","","-4.61%"
"01/01/1999","1,974.2280","1,992.3250","2,067.3540","1,928.2469","","0.44%"
"12/01/1998","1,965.6479","1,995.1200","2,020.0580","1,902.2030","","-1.72%"
"11/01/1998","2,000.0720","2,274.3550","2,274.3550","2,000.0720","","-12.17%"
"10/01/1998","2,277.1421","2,342.9980","2,367.2380","2,250.4319","","-4.69%"
"09/01/1998","2,389.2200","2,205.8350","2,389.2200","2,197.3540","","10.22%"
"08/01/1998","2,167.6699","2,266.3840","2,306.7939","2,167.6699","","-5.90%"
"07/01/1998","2,303.6230","2,496.6101","2,496.6101","2,303.6230","","-7.86%"
"06/01/1998","2,500.1560","2,574.1399","2,574.1399","2,402.6179","","-3.55%"
"05/01/1998","2,592.0591","2,764.2600","2,764.2600","2,561.8589","","-4.72%"
"04/01/1998","2,720.4021","2,775.4709","2,804.9121","2,719.6960","","-2.73%"
"03/01/1998","2,796.6599","2,809.9409","2,864.6931","2,646.6011","","-0.52%"
"02/01/1998","2,811.2610","3,007.5859","3,007.5859","2,782.3899","","-6.60%"
"01/01/1998","3,009.8650","3,019.3879","3,054.3789","2,897.2939","","-1.61%"
"12/01/1997","3,059.1699","3,294.2361","3,294.2361","3,059.1699","","-6.76%"
"11/01/1997","3,280.8750","3,597.1750","3,597.1750","3,280.8750","","-9.86%"
"10/01/1997","3,639.7339","3,537.3760","3,695.4771","3,526.5110","","2.75%"
"09/01/1997","3,542.2771","3,487.7009","3,576.6621","3,404.9341","","2.53%"
"08/01/1997","3,454.8921","3,409.3330","3,471.7080","3,367.8989","","2.53%"
"07/01/1997","3,369.6709","3,244.6831","3,369.6709","3,169.9780","","4.10%"
"06/01/1997","3,237.0510","3,391.4661","3,391.4661","3,189.2351","","-5.41%"
"05/01/1997","3,422.1941","3,398.7561","3,511.7410","3,352.4871","","0.72%"
"04/01/1997","3,397.8911","3,303.0969","3,397.8911","3,221.5100","","2.31%"
"03/01/1997","3,321.0620","3,267.6121","3,382.7610","3,267.6121","","1.69%"
"02/01/1997","3,265.9729","3,490.6499","3,516.7900","3,261.9990","","-6.89%"
"01/01/1997","3,507.7930","3,591.1499","3,788.2891","3,507.7930","","-1.47%"
"12/01/1996","3,560.1270","3,525.7749","3,771.4951","3,470.5481","","0.96%"
"11/01/1996","3,526.1201","3,237.0720","3,541.1731","3,214.5869","","8.32%"
"10/01/1996","3,255.2271","3,249.3459","3,392.5891","3,247.2690","","-0.25%"
"09/01/1996","3,263.3049","3,194.5500","3,277.2429","3,162.6069","","3.55%"
"08/01/1996","3,151.5339","3,117.9131","3,235.8611","3,090.9641","","3.22%"
"07/01/1996","3,053.2090","3,221.7700","3,302.1521","3,018.8999","","-4.73%"
"06/01/1996","3,204.8770","3,081.2251","3,204.8770","3,030.0410","","3.88%"
"05/01/1996","3,085.1799","3,120.0110","3,203.6050","3,085.1799","","-0.79%"
"04/01/1996","3,109.7361","2,977.9861","3,200.0259","2,977.9861","","5.77%"
"03/01/1996","2,940.0049","2,730.2339","2,973.3999","2,721.9541","","6.50%"
"02/01/1996","2,760.5581","2,629.1890","2,781.1331","2,557.3770","","4.01%"
"01/01/1996","2,654.1621","2,711.2539","2,731.5850","2,474.5959","","-0.16%"
"12/01/1995","2,658.4590","2,434.8831","2,700.7419","2,434.8831","","10.23%"
"11/01/1995","2,411.7991","2,354.0120","2,432.2490","2,354.0120","","2.70%"
"10/01/1995","2,348.4009","2,348.5559","2,348.5559","2,290.2070","","1.01%"
"09/01/1995","2,325.0000","2,328.9980","2,364.7190","2,310.6279","","0.42%"
"08/01/1995","2,315.2219","2,244.5239","2,315.2219","2,234.1211","","2.12%"
"07/01/1995","2,267.1621","2,207.1609","2,267.1621","2,177.7791","","2.61%"
"06/01/1995","2,209.4619","2,265.8860","2,282.6240","2,209.4619","","-1.78%"
"05/01/1995","2,249.5979","2,287.4299","2,308.6470","2,225.2720","","-0.84%"
"04/01/1995","2,268.7549","2,203.5110","2,274.4961","2,203.5110","","3.06%"
"03/01/1995","2,201.3469","2,161.2351","2,208.4851","2,137.6370","","1.36%"
"02/01/1995","2,171.7700","2,156.4451","2,185.5449","2,135.4871","","0.81%"
"01/01/1995","2,154.3689","2,185.2070","2,190.1521","2,122.6760","","-2.48%"
"12/01/1994","2,209.2681","2,125.1541","2,209.2681","2,085.4990","","3.39%"
"11/01/1994","2,136.9221","2,227.6069","2,231.5220","2,133.1919","","-3.27%"
"10/01/1994","2,209.2639","2,197.7661","2,223.2190","2,142.8921","","0.45%"
"09/01/1994","2,199.3540","2,221.4771","2,243.3010","2,168.0601","","-0.94%"
"08/01/1994","2,220.2471","2,400.6931","2,400.6931","2,195.2070","","-6.74%"
"07/01/1994","2,380.7041","2,347.0601","2,380.7041","2,285.0630","","1.72%"
"06/01/1994","2,340.4121","2,268.9089","2,392.4900","2,241.5439","","2.46%"
"05/01/1994","2,284.2219","2,248.1421","2,291.0161","2,228.1111","","1.49%"
"04/01/1994","2,250.7339","2,246.1541","2,276.0979","2,212.6079","","2.62%"
"03/01/1994","2,193.2920","2,219.3540","2,221.5811","2,156.8420","","-1.19%"
"02/01/1994","2,219.7180","2,313.9910","2,327.0090","2,202.9690","","-2.17%"
"01/01/1994","2,269.0530","2,111.2241","2,269.0530","2,111.2241","","8.14%"
"12/01/1993","2,098.2141","2,146.3669","2,146.3669","2,081.1699","","-1.88%"
"11/01/1993","2,138.4419","2,273.7539","2,273.7539","2,138.4419","","-5.02%"
"10/01/1993","2,251.3579","2,335.1250","2,358.5930","2,251.3579","","-3.59%"
"09/01/1993","2,335.2639","2,309.9700","2,335.2639","2,252.7729","","0.25%"
"08/01/1993","2,329.3311","2,321.4050","2,356.2891","2,298.2471","","0.82%"
"07/01/1993","2,310.3120","2,323.7830","2,351.0371","2,263.0381","","-0.86%"
"06/01/1993","2,330.4619","2,408.4490","2,408.4490","2,311.5859","","-3.13%"
"05/01/1993","2,405.7520","2,480.0669","2,480.0669","2,405.7520","","-2.78%"
"04/01/1993","2,474.6121","2,506.1631","2,509.5740","2,445.3970","","-1.07%"
"03/01/1993","2,501.4900","2,448.3999","2,501.4900","2,447.2300","","2.08%"
"02/01/1993","2,450.4199","2,423.4751","2,450.4199","2,380.1750","","1.16%"
"01/01/1993","2,422.2781","2,371.2710","2,428.3611","2,345.4570","","1.21%"
"12/01/1992","2,393.2600","2,363.5559","2,419.5271","2,326.7371","","0.23%"
"11/01/1992","2,387.8840","2,439.9500","2,439.9500","2,387.8840","","-1.28%"
"10/01/1992","2,418.8140","2,486.3491","2,526.7439","2,415.1860","","-2.20%"
"09/01/1992","2,473.1931","2,455.5850","2,497.4109","2,455.5850","","1.15%"
"08/01/1992","2,445.1560","2,430.5630","2,452.0610","2,395.3240","","0.10%"
"07/01/1992","2,442.6030","2,481.5400","2,492.3450","2,429.2390","","-1.39%"
"06/01/1992","2,477.1211","2,491.8560","2,537.9170","2,477.1211","","-0.55%"
"05/01/1992","2,490.8521","2,432.8911","2,490.8521","2,387.3240","","2.69%"
"04/01/1992","2,425.6799","2,377.8550","2,425.6799","2,364.1890","","3.00%"
"03/01/1992","2,355.1111","2,307.3430","2,359.5100","2,307.3430","","1.12%"
"02/01/1992","2,329.0820","2,363.2551","2,439.0200","2,304.0911","","-1.10%"
"01/01/1992","2,354.9050","2,304.2019","2,373.3228","2,236.0615","","2.75%"
"12/01/1991","2,291.8999","2,441.2810","2,441.2810","2,259.3955","","-7.08%"
"11/01/1991","2,466.4929","2,592.3032","2,600.1733","2,450.0508","","-4.04%"
"10/01/1991","2,570.3069","2,499.1897","2,608.4241","2,499.1897","","2.87%"
"09/01/1991","2,498.6379","2,474.3899","2,510.0283","2,441.9541","","0.79%"
"08/01/1991","2,479.0720","2,428.0032","2,479.0725","2,404.3948","","1.54%"
"07/01/1991","2,441.4319","2,332.2517","2,441.4321","2,326.2969","","5.11%"
"06/01/1991","2,322.8340","2,383.2644","2,383.2644","2,298.4822","","-2.37%"
"05/01/1991","2,379.1699","2,400.0850","2,431.0498","2,376.2920","","-0.05%"
"04/01/1991","2,380.3889","2,314.2769","2,422.5730","2,314.2769","","2.27%"
"03/01/1991","2,327.6660","2,256.4836","2,362.6921","2,256.4836","","3.76%"
"02/01/1991","2,243.2271","2,198.4373","2,280.5020","2,148.2747","","1.39%"
"01/01/1991","2,212.4629","2,346.0264","2,591.4463","2,096.3445","","-9.39%"
"12/01/1990","2,441.6799","2,449.4900","2,502.1499","2,283.5701","","-1.96%"
"11/01/1990","2,490.6001","2,673.3501","2,701.8101","2,458.1499","","-6.56%"
"10/01/1990","2,665.5701","2,735.2400","2,864.3999","2,436.6399","","-6.05%"
"09/01/1990","2,837.2700","2,422.1001","2,839.0100","2,422.1001","","22.94%"
"08/01/1990","2,307.8501","2,005.4700","2,589.6699","2,005.4700","","16.59%"
"07/01/1990","1,979.4700","1,832.5500","1,979.4700","1,806.7200","","8.25%"
"06/01/1990","1,828.5500","1,852.6300","1,853.7300","1,809.8400","","-1.55%"
"05/01/1990","1,857.3000","1,893.1100","1,926.0400","1,857.3000","","-0.74%"
"04/01/1990","1,871.1200","1,909.2200","1,911.6700","1,828.9900","","-1.05%"
"03/01/1990","1,890.9500","1,848.1500","1,898.1100","1,842.7300","","0.73%"
"02/01/1990","1,877.2100","1,880.8000","1,908.5200","1,860.5400","","-0.33%"
"01/01/1990","1,883.3600","1,937.4600","1,970.2700","1,844.7300","","-0.44%"
"12/01/1989","1,891.6400","1,747.0601","1,891.6400","1,744.0200","","9.13%"
"11/01/1989","1,733.3500","1,721.1300","1,747.4000","1,701.8300","","1.61%"
"10/01/1989","1,705.8300","1,711.3700","1,740.2000","1,691.8500","","-0.70%"
"09/01/1989","1,717.9200","1,615.2700","1,717.9200","1,615.2700","","5.96%"
"08/01/1989","1,621.3500","1,552.1400","1,621.3500","1,551.5100","","3.47%"
"07/01/1989","1,566.9100","1,606.3400","1,622.1300","1,553.9399","","-2.81%"
"06/01/1989","1,612.2100","1,555.5699","1,632.7100","1,524.7900","","3.50%"
"05/01/1989","1,557.7400","1,593.2200","1,593.2200","1,520.7400","","-1.28%"
"04/01/1989","1,577.9100","1,518.8500","1,607.0100","1,499.5500","","3.18%"
"03/01/1989","1,529.3400","1,436.4900","1,536.0200","1,436.4900","","6.75%"
"02/01/1989","1,432.6801","1,384.3300","1,432.6801","1,346.9900","","4.30%"
"01/01/1989","1,373.6000","1,371.3300","1,415.8800","1,368.5200","","0.41%"
"12/01/1988","1,367.9700","1,285.3300","1,367.9700","1,269.0100","","7.31%"
"11/01/1988","1,274.7600","1,201.9301","1,274.7600","1,183.0000","","5.75%"
"10/01/1988","1,205.4900","1,143.2800","1,231.5699","1,131.2000","","4.84%"
"09/01/1988","1,149.8300","1,183.7900","1,198.4500","1,147.9301","","-2.73%"
"08/01/1988","1,182.1100","1,195.3000","1,201.2500","1,163.1200","","-0.68%"
"07/01/1988","1,190.1500","1,185.4301","1,227.8199","1,172.1600","","0.59%"
"06/01/1988","1,183.1500","1,219.5200","1,232.1500","1,180.1700","","-2.79%"
"05/01/1988","1,217.1500","1,147.2600","1,217.1500","1,147.2600","","3.53%"
"04/01/1988","1,175.6300","1,138.5000","1,188.5800","1,131.7500","","3.10%"
"03/01/1988","1,140.2900","1,077.2200","1,147.5699","1,062.3300","","5.04%"
"02/01/1988","1,085.5601","1,096.0200","1,137.1100","1,080.7000","","-1.11%"
"01/01/1988","1,097.6899","1,105.1801","1,128.7800","1,090.3101","","2.66%"
"12/01/1987","1,069.2700","1,098.9200","1,101.2900","1,027.9399","","-2.78%"
"11/01/1987","1,099.8199","1,084.1100","1,111.4600","1,071.7100","","-0.02%"
"10/01/1987","1,100.0500","1,098.4000","1,134.2100","1,098.4000","","1.05%"
"09/01/1987","1,088.6000","1,079.2600","1,099.7600","1,070.6500","","0.74%"
"08/01/1987","1,080.6300","1,122.4399","1,122.4399","1,048.1300","","-2.03%"
"07/01/1987","1,102.9700","1,061.6400","1,102.9700","1,061.6400","","4.46%"
"06/01/1987","1,055.8500","1,023.5300","1,055.8500","1,023.5300","","3.57%"
"05/01/1987","1,019.4200","977.3100","1,027.1600","977.3100","","4.62%"
"04/01/1987","974.4300","930.0100","974.4300","923.5500","","5.02%"
"03/01/1987","927.8200","857.5000","932.3800","857.5000","","8.08%"
"02/01/1987","858.4700","907.8300","907.8300","849.9200","","-6.00%"
"01/01/1987","913.3100","868.8300","913.3100","867.0800","","5.72%"
"12/01/1986","863.8900","880.9700","880.9700","853.7500","","-0.73%"